Year,Year_p05,Year_p50,Year_p95,ATS Total Power (kWh)_p05,ATS Total Power (kWh)_p50,ATS Total Power (kWh)_p95,CAV Total Power (kWh)_p05,CAV Total Power (kWh)_p50,CAV Total Power (kWh)_p95,ECAV Power (kWh)_p05,ECAV Power (kWh)_p50,ECAV Power (kWh)_p95,ICECAV Power (kWh)_p05,ICECAV Power (kWh)_p50,ICECAV Power (kWh)_p95,STI Power (kWh)_p05,STI Power (kWh)_p50,STI Power (kWh)_p95,ECAV Sensing Power (kWh)_p05,ECAV Sensing Power (kWh)_p50,ECAV Sensing Power (kWh)_p95,ECAV Computing Power (kWh)_p05,ECAV Computing Power (kWh)_p50,ECAV Computing Power (kWh)_p95,ECAV Communication Power (kWh)_p05,ECAV Communication Power (kWh)_p50,ECAV Communication Power (kWh)_p95,ICECAV Sensing Power (kWh)_p05,ICECAV Sensing Power (kWh)_p50,ICECAV Sensing Power (kWh)_p95,ICECAV Computing Power (kWh)_p05,ICECAV Computing Power (kWh)_p50,ICECAV Computing Power (kWh)_p95,ICECAV Communication Power (kWh)_p05,ICECAV Communication Power (kWh)_p50,ICECAV Communication Power (kWh)_p95,STI Sensing Power (kWh)_p05,STI Sensing Power (kWh)_p50,STI Sensing Power (kWh)_p95,STI Computing Power (kWh)_p05,STI Computing Power (kWh)_p50,STI Computing Power (kWh)_p95,STI Communication Power (kWh)_p05,STI Communication Power (kWh)_p50,STI Communication Power (kWh)_p95,Electricity Consumption (kWh)_p05,Electricity Consumption (kWh)_p50,Electricity Consumption (kWh)_p95,Gasoline Consumption (kWh)_p05,Gasoline Consumption (kWh)_p50,Gasoline Consumption (kWh)_p95,Clean Electricity (kWh)_p05,Clean Electricity (kWh)_p50,Clean Electricity (kWh)_p95,Fossil Electricity (kWh)_p05,Fossil Electricity (kWh)_p50,Fossil Electricity (kWh)_p95,ATS Emissions (kg CO2)_p05,ATS Emissions (kg CO2)_p50,ATS Emissions (kg CO2)_p95,CAV Emissions (kg CO2)_p05,CAV Emissions (kg CO2)_p50,CAV Emissions (kg CO2)_p95,ECAV Emissions (kg CO2)_p05,ECAV Emissions (kg CO2)_p50,ECAV Emissions (kg CO2)_p95,ICECAV Emissions (kg CO2)_p05,ICECAV Emissions (kg CO2)_p50,ICECAV Emissions (kg CO2)_p95,STI Emissions (kg CO2)_p05,STI Emissions (kg CO2)_p50,STI Emissions (kg CO2)_p95,ECAV Sensing Emissions (kg CO2)_p05,ECAV Sensing Emissions (kg CO2)_p50,ECAV Sensing Emissions (kg CO2)_p95,ECAV Computing Emissions (kg CO2)_p05,ECAV Computing Emissions (kg CO2)_p50,ECAV Computing Emissions (kg CO2)_p95,ECAV Communication Emissions (kg CO2)_p05,ECAV Communication Emissions (kg CO2)_p50,ECAV Communication Emissions (kg CO2)_p95,ICECAV Sensing Emissions (kg CO2)_p05,ICECAV Sensing Emissions (kg CO2)_p50,ICECAV Sensing Emissions (kg CO2)_p95,ICECAV Computing Emissions (kg CO2)_p05,ICECAV Computing Emissions (kg CO2)_p50,ICECAV Computing Emissions (kg CO2)_p95,ICECAV Communication Emissions (kg CO2)_p05,ICECAV Communication Emissions (kg CO2)_p50,ICECAV Communication Emissions (kg CO2)_p95,STI Sensing Emissions (kg CO2)_p05,STI Sensing Emissions (kg CO2)_p50,STI Sensing Emissions (kg CO2)_p95,STI Computing Emissions (kg CO2)_p05,STI Computing Emissions (kg CO2)_p50,STI Computing Emissions (kg CO2)_p95,STI Communication Emissions (kg CO2)_p05,STI Communication Emissions (kg CO2)_p50,STI Communication Emissions (kg CO2)_p95,Total Vehicles_p05,Total Vehicles_p50,Total Vehicles_p95,Total EV_p05,Total EV_p50,Total EV_p95,Total ICEV_p05,Total ICEV_p50,Total ICEV_p95,Total CAV_p05,Total CAV_p50,Total CAV_p95,Total ECAV_p05,Total ECAV_p50,Total ECAV_p95,Total ICECAV_p05,Total ICECAV_p50,Total ICECAV_p95,Total Infra_p05,Total Infra_p50,Total Infra_p95,Total STI_p05,Total STI_p50,Total STI_p95,Incremented Car Number_p05,Incremented Car Number_p50,Incremented Car Number_p95,EV Fraction_p05,EV Fraction_p50,EV Fraction_p95,Clean Energy Fraction_p05,Clean Energy Fraction_p50,Clean Energy Fraction_p95,Cumulative New Cars_p05,Cumulative New Cars_p50,Cumulative New Cars_p95
2066,2066.0,2066.0,2066.0,814208637.9246306,1031877359.1832328,1330828563.8585234,617341239.7269894,827678853.0833662,1110286022.4965587,25650595.801343437,32727425.2719527,43180500.8739846,593129127.3449413,794528784.3008428,1065538910.853885,156278922.57011807,210882991.7739703,271069694.08620226,23036043.19050999,30168272.450762264,40854955.29975792,113733.04355666759,141976.88943893794,183591.98352593923,1752791.4115392298,2274081.0354553647,3027253.837820242,537524985.8879654,735492691.7042124,1008906557.88782,2705227.3345422028,3491673.927668277,4394172.484667827,41987747.056706056,54212939.69860043,73082935.67216642,15165066.297739765,22358963.497498643,33008397.253754232,112714601.37830064,158300571.32204485,214707599.8753173,20039724.47260954,27253241.46475052,36945969.32788585,191209957.6115644,243985029.31817573,303900986.4948459,593129127.3449413,794528784.3008428,1065538910.853885,191209957.6115644,243985029.31817573,303900986.4948459,0.0,0.0,0.0,973487555.9059649,1310910628.3473353,1732209332.7683637,969400816.2593658,1303932395.12823,1723753673.466803,679171.8843588845,1094293.853023014,1590292.022928715,968614876.4724009,1302727401.773543,1722452084.9188683,4532945.183383018,6865549.682229047,9875080.580009786,620519.9749502626,1010051.3572944861,1477921.8969345486,3000.395287311997,4637.458533073284,6619.742035231678,48801.48028723735,73358.25921154345,109892.56629669329,876821815.7241575,1204932402.2272243,1623667678.4214416,4433389.94663404,5718169.760672613,7230548.431559404,70049537.74356808,88658457.7560623,120243976.64143233,460070.9005728945,735530.766113862,1186832.9667500183,3263645.846473289,5181215.241163274,7802571.477962719,576466.451723155,889446.8630193386,1432485.483554181,10830231.876081947,10830231.876081947,10830231.876081947,520122.26402725396,520122.26402725396,520122.26402725396,10310109.612054685,10310109.612054685,10310109.612054685,4757769.115919454,4757769.115919454,4757769.115919454,301273.0,301273.0,301273.0,4456496.115919454,4456496.115919454,4456496.115919454,171000.0,171000.0,171000.0,41933.57253179845,41933.57253179845,41933.57253179845,907907.474734433,907907.474734433,907907.474734433,0.06332224069060687,0.06332224069060687,0.06332224069060687,1.0,1.0,1.0,34928470.469300576,34928470.469300576,34928470.469300576
2067,2067.0,2067.0,2067.0,831172435.8172905,1054319540.8282793,1361301544.2799587,633127802.3944353,849224090.0653524,1139511877.792441,27795108.96639617,35470229.339457415,46812509.93885297,606893783.8363254,813219101.8342507,1090995542.1164367,157314318.79313523,212062744.61799034,272404509.8329935,24993000.276246857,32731126.411779366,44325663.94534084,96519.97387696513,120489.21959035782,155806.0252306068,1901694.4824469762,2467268.683137306,3284424.993441576,550731639.5339766,753563288.4085944,1033694762.7546179,2168029.3766546026,2798305.1746609826,3521587.598647923,43019359.8139032,55544917.814089775,74878537.81940722,15525201.67606243,22889937.3567606,33792270.62426349,112715351.7529862,158301625.17611498,214709029.24778342,20515621.74946488,27900443.147402555,37823350.96144843,195310314.1578874,248122374.7324484,308385628.8312265,606893783.8363254,813219101.8342507,1090995542.1164367,195310314.1578874,248122374.7324484,308385628.8312265,0.0,0.0,0.0,996031887.5899566,1341989762.6566038,1773318784.5248358,991920135.0792004,1334966266.1129231,1764817471.269122,735990.4810432909,1186023.4190623444,1724452.3293533784,991104672.4581717,1333659965.9994965,1763406401.4606438,4561920.09947247,6911824.689954814,9927326.862962969,673234.3648208473,1095857.2026937464,1603474.26304416,2546.2967111016487,3935.5965730814314,5617.868900118356,52947.26182848313,79590.18732411499,119228.15550815639,898364780.8579661,1234536839.8270564,1663560180.5898972,3553017.345248117,4582668.47430557,5794722.391268999,71770611.19565,90836740.7663666,123198296.1506903,470996.524278065,752997.9268582799,1215017.514782626,3263667.573536117,5181249.734056918,7802623.4220058825,590156.2015472348,910569.1763823284,1466503.7127813357,10841062.107958028,10841062.107958028,10841062.107958028,549254.8722000447,549254.8722000447,549254.8722000447,10291807.235757975,10291807.235757975,10291807.235757975,4987434.090873642,4987434.090873642,4987434.090873642,333185.0,333185.0,333185.0,4654249.090873642,4654249.090873642,4654249.090873642,171000.0,171000.0,171000.0,42929.398248063924,42929.398248063924,42929.398248063924,907956.1200022176,907956.1200022176,907956.1200022176,0.06680496392859024,0.06680496392859024,0.06680496392859024,1.0,1.0,1.0,35672819.494142406,35672819.494142406,35672819.494142406
2068,2068.0,2068.0,2068.0,848226755.5958928,1076805844.1290078,1391763820.1255486,648976966.0500611,870659800.3742136,1168727723.0852025,30104994.314484775,38423578.55656684,50721415.05157262,620564783.5187893,831726421.5137451,1116155592.4103389,158349393.00569198,213242082.64348477,273738808.8319009,27096358.235014345,35485708.673880585,48056017.92471854,81861.32296538036,102190.31898315571,132143.50189954645,2061737.0615926492,2674908.788916311,3560835.243254433,563724460.2471792,771341298.6035945,1058081614.2818193,1736045.2726511841,2240737.3821667037,2819904.365084508,44034269.41621291,56855329.468119174,76645066.8279413,15885282.275289387,23420830.451205753,34576024.762181416,112715937.48828529,158302447.80451763,214710145.00225264,20991446.639034666,28547546.386177514,38700599.13916254,199714854.0876947,252148623.9738451,312604565.35050666,620564783.5187893,831726421.5137451,1116155592.4103389,199714854.0876947,252148623.9738451,312604565.35050666,0.0,0.0,0.0,1018427093.37273,1372747591.0498085,1813991744.5635722,1014290336.2315222,1365678845.472228,1805444793.83693,797190.7442655192,1284791.568763779,1868783.3483551615,1013439531.8009337,1364263508.2824001,1803915896.4158196,4596241.167111696,6955189.840406904,9979553.992809413,729892.3428030872,1188082.223438823,1738419.2602663673,2159.58634322552,3337.8908964598386,4764.6736933018265,57403.19122195129,86288.32888765805,129262.14450609143,919558937.3124965,1263661943.00306,1702806771.162245,2845071.673052488,3669562.795879613,4640112.593497938,73463818.22572206,92979754.5360998,126104781.37716544,481920.48611988465,770462.4307260683,1243197.7757494608,3263684.5334734516,5181276.658879628,7802663.969028916,603843.8690651571,931688.2768945548,1500516.767599236,10851903.170065982,10851903.170065982,10851903.170065982,579991.8897378767,579991.8897378767,579991.8897378767,10271911.280328097,10271911.280328097,10271911.280328097,5222452.58084246,5222452.58084246,5222452.58084246,368074.0,368074.0,368074.0,4854378.58084246,4854378.58084246,4854378.58084246,171000.0,171000.0,171000.0,43925.0724923122,43925.0724923122,43925.0724923122,908007.4372551497,908007.4372551497,908007.4372551497,0.0704792369446627,0.0704792369446627,0.0704792369446627,1.0,1.0,1.0,36411935.681006014,36411935.681006014,36411935.681006014
2069,2069.0,2069.0,2069.0,865336201.0727634,1099612380.8600976,1422173818.6557436,664854303.5922759,892096100.7018411,1197897030.2083783,32591122.23479231,41601444.87270114,54925854.07294561,634097474.7084788,850014871.6582144,1140963135.4121234,159384177.8157739,214421053.52481335,275072655.43248636,29356358.893175364,38445432.053041115,52064181.35378477,69392.44835240104,86624.99181882196,112015.7944985525,2233698.4401565497,2898012.4093747884,3857830.5045201676,576487390.06745,788804750.2644252,1082036972.5099807,1389076.5121154652,1792900.0564792617,2256313.807973948,45031221.52646834,58142555.10951111,78380339.42648363,16245306.872753477,23951640.97816672,35359657.00624149,112716394.70609146,158303089.93818134,214711015.94653654,21467197.525637638,29194548.983812112,39577710.88229915,204370384.15697235,256471147.24728304,316983871.6667755,634097474.7084788,850014871.6582144,1140963135.4121234,204370384.15697235,256471147.24728304,316983871.6667755,0.0,0.0,0.0,1040600252.839607,1403099825.6018133,1854131821.767405,1036438498.4140903,1395995921.7431746,1845539248.1136117,863055.2198179362,1391065.7782216724,2023977.6302060585,1035546912.2299471,1394463297.7925768,1843883614.9007282,4630553.384412611,6993283.053790135,10028420.682041239,790769.7921198773,1287175.4884315878,1883413.9727766598,1830.6445383029516,2829.4732267702816,4038.9326876419664,62190.96560908321,93485.29898918724,140043.3915329178,940378091.012828,1292271715.7420745,1741358944.875439,2276451.137870943,2936158.1577333137,3712732.33408022,75127066.18188299,95084850.49260655,128959840.16601358,492842.7490056318,787924.2184158503,1271373.6539633903,3263697.7721929774,5181297.676066726,7802695.619538877,617529.4077999343,952804.0928453207,1534524.5325152795,10862755.073236048,10862755.073236048,10862755.073236048,612421.8098521075,612421.8098521075,612421.8098521075,10250333.263383932,10250333.263383932,10250333.263383932,5462826.19510126,5462826.19510126,5462826.19510126,406192.0,406192.0,406192.0,5056634.19510126,5056634.19510126,5056634.19510126,171000.0,171000.0,171000.0,44920.5918836941,44920.5918836941,44920.5918836941,908062.5534537453,908062.5534537453,908062.5534537453,0.07435559497661913,0.07435559497661913,0.07435559497661913,1.0,1.0,1.0,37145821.61718877,37145821.61718877,37145821.61718877
2070,2070.0,2070.0,2070.0,882470612.1585025,1122708373.3072853,1452494564.3178706,680730164.7745624,913499655.7285657,1226987260.8065207,35265036.75441601,45018648.31487549,59445561.17827874,647451342.6857686,868036547.0591259,1165365107.8851478,160418697.80356202,215599693.4814418,276406098.7403505,31783795.664189704,41624431.73017003,56369296.60090478,58797.664640417024,73399.1571038973,94913.3122657412,2418399.8790755942,3137645.0528838467,4176829.1806533327,589003529.0045608,805930519.2208068,1105529117.0327625,1110704.540287631,1433601.5443675832,1804146.8335057583,46008896.03391446,59404890.26279889,80082057.85970904,16605274.209851364,24482367.08199279,36143164.61695824,112716751.60345897,158303591.17809606,214711695.79259232,21942872.74610507,29841448.678461924,40454683.12457952,209293671.220983,260758770.35959285,321598617.17388755,647451342.6857686,868036547.0591259,1165365107.8851478,209293671.220983,260758770.35959285,321598617.17388755,0.0,0.0,0.0,1062485248.1137851,1432960204.0548139,1893648517.787081,1058298503.0783722,1425848010.0028582,1885010334.2744882,933890.1560409457,1505197.763241027,2190767.4178466126,1057360956.5484047,1424189299.56423,1883218462.2204223,4659380.281034719,7031365.516795646,10072302.538818669,856157.4540497565,1393610.251773221,2039150.8728873585,1551.1431891309494,2397.471509461754,3422.271663728861,67333.4506595529,101215.46924434032,151623.38615628346,960794674.3472086,1320328274.5105746,1779165652.9994302,1820248.6274319978,2347749.867162015,2968697.9978197296,76758152.67999347,97149241.18021661,131759692.00082403,503763.27475236956,805383.2288832846,1299545.0509248837,3263708.106139039,5181314.081768005,7802720.32545263,631212.7699085443,973916.5504162356,1568526.8886423497,10873617.828309283,10873617.828309283,10873617.828309283,646638.073921306,646638.073921306,646638.073921306,10226979.75438797,10226979.75438797,10226979.75438797,5708557.045589956,5708557.045589956,5708557.045589956,447809.0,447809.0,447809.0,5260748.045589956,5260748.045589956,5260748.045589956,171000.0,171000.0,171000.0,45915.952941991774,45915.952941991774,45915.952941991774,908123.0785233974,908123.0785233974,908123.0785233974,0.07844515270033318,0.07844515270033318,0.07844515270033318,1.0,1.0,1.0,37874481.11106934,37874481.11106934,37874481.11106934
2071,2071.0,2071.0,2071.0,899603913.2635534,1145733057.0955572,1482692358.614153,696665478.8151369,934840783.7221595,1255968709.2906246,38139281.29170817,48691274.306786366,64301920.82464522,660588586.993143,885745969.0805004,1189309577.180627,161452971.25621063,216778029.76089334,277739175.92739874,34390314.015751235,45037958.74639885,60992017.17233151,49804.87019210172,62173.14095935084,80396.81891801288,2616727.4713123804,3394956.3412345443,4519361.646748213,601254673.0755913,822693697.0559225,1128523879.9170816,887606.4907921348,1145645.8399465724,1441762.756589697,46965870.96887477,60640498.936253294,81747747.0789264,16965182.99074027,25013006.852128424,36926544.77379052,112717030.19118538,158303982.43704313,214712226.46831098,22418470.58805855,30488243.141359277,41331512.70900014,214502881.66831166,265426117.24541703,326459470.446058,660588586.993143,885745969.0805004,1189309577.180627,214502881.66831166,265426117.24541703,326459470.446058,0.0,0.0,0.0,1084020439.7586186,1462290637.5135183,1932454221.2283483,1079808710.2851133,1455168033.732009,1923770439.8132687,1010028.1997460861,1627874.743194553,2369945.150269576,1078820182.0415442,1453373840.9122527,1921832181.2564688,4685421.212189575,7069438.122545054,10116171.669275073,926369.0215851339,1507897.127215975,2206377.098097837,1313.9039731677628,2030.7908153876965,2898.8531605209537,72855.31710597692,109515.92463471166,164057.68263609408,980778992.6041795,1347790812.7052453,1816171907.9160388,1454630.3161286418,1876176.7376135234,2372400.1446721647,78354705.40132947,99169924.06492116,134500264.6629009,514682.02404740755,822839.3992778566,1327711.8652200138,3263716.1726332204,5181326.887766131,7802739.610448733,644893.9061323904,995025.5736047768,1602523.7135757087,10884491.44613759,10884491.44613759,10884491.44613759,682739.3821555671,682739.3821555671,682739.3821555671,10201752.063982015,10201752.063982015,10201752.063982015,5959647.975541679,5959647.975541679,5959647.975541679,493218.0,493218.0,493218.0,5466429.975541679,5466429.975541679,5466429.975541679,171000.0,171000.0,171000.0,46911.15208401501,46911.15208401501,46911.15208401501,908191.3123393375,908191.3123393375,908191.3123393375,0.08275963609885151,0.08275963609885151,0.08275963609885151,1.0,1.0,1.0,38597919.702125214,38597919.702125214,38597919.702125214
2072,2072.0,2072.0,2072.0,916713272.8805004,1167820939.8451223,1512735945.2205746,712682846.1319212,956092623.2570198,1284731147.4916356,41227461.439901695,52636755.26200238,69518078.35626636,673473273.7690158,903099170.388332,1212744900.5335968,162487011.52107245,217956082.5758791,279071914.81464475,37188474.8145823,48702462.96016741,65954620.05566315,42179.83187464488,52654.542069259274,68088.20687892954,2829636.9617025238,3671186.2629338475,4887078.573958572,613221231.5402533,839067477.8599362,1150984490.3581038,708989.810312276,915102.8470103729,1151630.9467245867,47900616.03774537,61847405.27451925,83374743.48923351,17325031.880978808,25543558.321109347,37709794.572183214,112717247.650989,158304287.84566572,214712640.70277512,22893989.28811392,31134929.97437069,42208196.384521455,220017676.26312137,270357233.1531455,331688604.5435977,673473273.7690158,903099170.388332,1212744900.5335968,220017676.26312137,270357233.1531455,331688604.5435977,0.0,0.0,0.0,1105147278.3375807,1491013230.2018847,1970462668.13149,1100910570.2278569,1483890121.571662,1961733299.943069,1091830.0682194247,1759683.2210320728,2562367.6251050755,1099866106.7626882,1481950405.1131039,1959637809.5336063,4711455.93593069,7107501.5340666305,10160029.137792565,1001742.8457457327,1630586.8656147928,2385898.515102296,1112.7475781762596,1719.8803015695862,2455.0438233939494,78783.1749388243,118426.66522929395,177406.20210844115,1000299088.9651352,1374615415.1251655,1852318533.1169403,1161909.1146867846,1498626.0275381764,1894992.3710616913,79914171.30680023,101143667.88330768,137177175.71686077,525598.9564070686,840292.664876954,1355873.992414087,3263722.4691713452,5181336.883862778,7802754.663916874,658572.7657456348,1016131.0841445734,1636514.881264611,10895375.937583728,10895375.937583728,10895375.937583728,720830.0407351848,720830.0407351848,720830.0407351848,10174545.896848535,10174545.896848535,10174545.896848535,6216102.891891866,6216102.891891866,6216102.891891866,542737.0,542737.0,542737.0,5673365.891891866,5673365.891891866,5673365.891891866,171000.0,171000.0,171000.0,47906.185619842945,47906.185619842945,47906.185619842945,908270.5404194277,908270.5404194277,908270.5404194277,0.08731141608428833,0.08731141608428833,0.08731141608428833,1.0,1.0,1.0,39316145.38373236,39316145.38373236,39316145.38373236
2073,2073.0,2073.0,2073.0,933821668.7953144,1190039693.8696702,1542932881.0103707,728845828.9668154,977539064.1671755,1313424256.2293131,44555206.5875295,56887894.66775334,75137519.17436087,686246278.8418474,920289162.9522357,1235937465.8645065,163520828.0610291,219133866.615295,280618318.36375314,40201777.44801821,52648719.444855034,71298781.95775507,35620.81681416327,44466.69685779841,57500.408053952684,3058916.3970888443,3968654.639603992,5283068.1059342995,625044247.2054988,855244849.784941,1173175678.3992918,564541.294460207,728661.1715729921,916999.3925836175,48824148.53248092,63039834.37482746,84982223.54318261,17684819.50610909,26074019.462472014,38492911.0204809,112717417.39495021,158304526.2403875,214712964.04436576,23369427.030007593,31781506.707448732,43084730.80261347,224874498.47540802,275754341.87374103,338211604.1079367,686246278.8418474,920289162.9522357,1235937465.8645065,224874498.47540802,275754341.87374103,338211604.1079367,0.0,0.0,0.0,1126096264.7757463,1519468072.231649,2008102199.4160337,1121834583.5660043,1512337689.771876,1999327254.9798753,1179975.034261219,1901717.0519414092,2769642.5387952225,1120728995.5855432,1510241195.660194,1997062376.5619376,4737484.76434479,7154593.515314594,10203875.73468445,1082911.9275691037,1762709.8343759747,2579222.772537276,939.713978956064,1452.4368268363064,2073.2815285692764,85166.80722536573,128022.52480631902,191781.04750520943,1019585035.3585112,1401118247.6280322,1888031567.6755438,925183.5020893709,1193298.2183841558,1508909.4802084498,81454930.90650013,103093735.99628082,139821976.3434486,536514.0301336729,857742.9590170991,1384031.3249406815,3263727.3840995557,5181344.686578557,7802766.414296807,672249.2965013008,1037233.0014222444,1670500.2618783687,10906271.313521309,10906271.313521309,10906271.313521309,761466.3177574084,761466.3177574084,761466.3177574084,10144804.995763892,10144804.995763892,10144804.995763892,6480871.175621633,6480871.175621633,6480871.175621633,596976.0,596976.0,596976.0,5883895.175621633,5883895.175621633,5883895.175621633,171000.0,171000.0,171000.0,48901.04974890334,48901.04974890334,48901.04974890334,918579.0277709085,918579.0277709085,918579.0277709085,0.09211354396892418,0.09211354396892418,0.09211354396892418,1.0,1.0,1.0,40037160.13711042,40037160.13711042,40037160.13711042
2074,2074.0,2074.0,2074.0,950686726.0023692,1212122868.6670008,1572915773.0812917,744949498.053067,998882806.1807673,1341902799.7822726,48127849.944320306,61451518.51696749,81169291.90083864,698696534.9600587,937034838.5965624,1258513156.458805,164554427.2772326,220311392.22251552,282029417.18193436,43435111.55655189,56883131.73102279,77033174.76909286,30065.328655625923,37531.58896480521,48532.53857130273,3304937.825734604,4287844.168669321,5707972.808884588,636537523.8315423,870971041.4674082,1194747963.3424342,449133.40561197535,579702.6306794956,729539.2988549987,49721924.08616957,64199007.118467845,86544871.64024912,18044544.45017721,26604388.188572325,39275891.03670773,112717549.892532,158304712.32491106,214713216.43613604,23844781.94264153,32427970.79597327,43961112.51365136,229705636.6246659,281113227.31508934,345644495.65045726,698696534.9600587,937034838.5965624,1258513156.458805,229705636.6246659,281113227.31508934,345644495.65045726,0.0,0.0,0.0,1146522657.7466946,1547195346.9245434,2044766961.386215,1142236008.7895577,1540052271.9610434,2035946450.8002467,1274604.4470221188,2054203.8558921092,2992104.423162381,1141064241.666667,1537787493.825984,2033499755.460138,4763507.916233435,7201851.510020878,10267241.051374648,1170007.9788935643,1904480.4274375653,2786663.574743964,793.1544570411525,1225.912105783186,1749.9287250282564,92016.57258891843,138319.0744216216,207205.54467006002,1038333104.6472713,1426881927.0439816,1922748580.4038646,736050.3495262075,949354.9860617963,1200446.5576857564,82952719.35531668,104989417.5124535,142393014.56946236,547427.2022706533,875190.2130221892,1412183.7519858566,3263731.220560646,5181350.777169144,7802775.586328113,685923.4445750333,1058331.242390626,1704479.721666601,10917177.58483483,10917177.58483483,10917177.58483483,804340.6447816973,804340.6447816973,804340.6447816973,10112836.940053126,10112836.940053126,10112836.940053126,6751058.120067268,6751058.120067268,6751058.120067268,656066.0,656066.0,656066.0,6094992.120067268,6094992.120067268,6094992.120067268,171000.0,171000.0,171000.0,49895.74055588162,49895.74055588162,49895.74055588162,918633.2522430606,918633.2522430606,918633.2522430606,0.097179788887215,0.097179788887215,0.097179788887215,1.0,1.0,1.0,40752880.79912518,40752880.79912518,40752880.79912518
2075,2075.0,2075.0,2075.0,967460034.4859203,1234050837.9986153,1602656527.5902112,760976670.0371859,1020076947.6573403,1370138542.846988,51962074.55975269,66348968.161439225,87641664.47867692,710790019.1162955,953292815.3685666,1280417647.768408,165587813.1502328,221488666.3139164,283669691.8152237,46903719.59841115,61425661.52080993,83184831.34182058,25363.543307053773,31662.187797612823,40942.746974567104,3568861.032315126,4630259.561025836,6163795.752077297,647677057.9491581,886213209.0830433,1215656291.9190342,357015.8414877446,460805.2305143012,579910.2970846844,50592067.71323714,65322502.597270906,88059424.2223784,18404205.254189126,27134662.348308906,40058731.44520628,112717653.31616667,158304857.57690376,214713413.44557488,24320052.098042727,33074319.61797638,44837337.96315354,235861316.65544802,286965514.24411696,353512673.7047777,710790019.1162955,953292815.3685666,1280417647.768408,235861316.65544802,286965514.24411696,353512673.7047777,0.0,0.0,0.0,1166371127.866267,1574126229.2995265,2080368157.6172955,1162059516.3956058,1566966461.0121477,2071502090.6903977,1376160.3935453487,2217855.670218829,3230797.683679213,1160816388.8001604,1564519052.853684,2068860297.4202578,4789525.536808849,7246586.193232227,10330873.523437027,1263441.5845456612,2056566.9742298461,3009198.8311051307,669.1164979692172,1034.1970693826092,1476.265019747463,99364.76192764482,149364.85366997705,223752.40716918447,1056504141.8785806,1451852646.464322,1956397065.5427778,585085.9268759789,754641.6387300701,954234.1598244713,84404408.55322188,106826753.34040084,144884920.8350331,558338.4285557107,892634.3561286023,1440331.1593673055,3263734.2151869996,5181355.531301312,7802782.745740402,699595.1545064003,1079425.721478205,1738453.1228133726,10928094.762419663,10928094.762419663,10928094.762419663,849576.3072204131,849576.3072204131,849576.3072204131,10078518.455199244,10078518.455199244,10078518.455199244,7026664.511620591,7026664.511620591,7026664.511620591,720407.0,720407.0,720407.0,6306257.511620591,6306257.511620591,6306257.511620591,171000.0,171000.0,171000.0,50890.25400645101,50890.25400645101,50890.25400645101,918687.9718444124,918687.9718444124,918687.9718444124,0.10252467727601183,0.10252467727601183,0.10252467727601183,1.0,1.0,1.0,41463307.24412388,41463307.24412388,41463307.24412388
2076,2076.0,2076.0,2076.0,981875600.5398091,1253124717.8700128,1628533923.00046,775509533.1141765,1039221539.8840965,1395580471.9590266,55974197.98325596,71473415.31533799,94413572.03414336,721189179.9081627,967270796.5488763,1299246403.9030812,165886859.96541548,221829350.3704791,284144362.1819922,50532175.63561268,66177530.12083948,89619982.03072338,21379.661595200945,26688.97055437854,34511.82133731069,3844946.9263446424,4988454.889708966,6640624.9268248705,657249017.1940408,899310472.0098486,1233622363.6506467,283458.2545970574,365863.4468612572,460428.7584256352,51339763.19561052,66287897.81231018,89360846.29598631,18508288.134841863,27288119.331848495,40285279.02531232,112717676.68275334,158304890.39380568,214713457.9560791,24457591.374801923,33261367.65476595,45090910.406600565,240113491.58991352,292299025.3316548,360593295.5972885,721189179.9081627,967270796.5488763,1299246403.9030812,240113491.58991352,292299025.3316548,360593295.5972885,0.0,0.0,0.0,1183437417.4518716,1597283367.502338,2110982670.202207,1179118582.2116497,1590136971.777811,2102103420.0252035,1482426.7857334467,2389100.724622554,3480523.5534261903,1177801110.7881942,1587472122.6474843,2099257499.9465873,4797054.620992833,7257000.067789328,10349287.825891254,1361181.00232206,2215662.3064858904,3241989.4447142286,564.0175791356954,871.7545138892162,1244.3863290290278,107051.58662701621,160919.6687184388,241061.81843939217,1072118118.7270639,1473309442.2408104,1985310476.552705,464538.02982649877,599159.412280678,757628.9844550755,85651813.48882067,108405536.0326199,147026161.6593142,561496.0477639606,897682.5477713421,1448476.7877218213,3263734.8917653896,5181356.6054062955,7802784.363272296,703551.6349936601,1085530.2903520246,1748284.7458801158,10939022.857182084,10939022.857182084,10939022.857182084,897303.3928500081,897303.3928500081,897303.3928500081,10041719.464332068,10041719.464332068,10041719.464332068,7302287.524429375,7302287.524429375,7302287.524429375,789841.0,789841.0,789841.0,6512446.524429375,6512446.524429375,6512446.524429375,171000.0,171000.0,171000.0,51178.05802520565,51178.05802520565,51178.05802520565,918743.3760292791,918743.3760292791,918743.3760292791,0.10816353452619246,0.10816353452619246,0.10816353452619246,1.0,1.0,1.0,42168439.4827874,42168439.4827874,42168439.4827874
