peak_emissions,peak_year,cumulative_emissions,turning_year,turning_year_rule
6301098484.705382,2034,191085237989.79156,2070.0,50_percent_of_peak
26197690082.335854,2038,607555737861.3145,2049.0,50_percent_of_peak
6611597910.829996,2039,171863759286.50818,2055.0,50_percent_of_peak
18851100075.39644,2037,367185141166.55634,2047.0,50_percent_of_peak
9439738843.239237,2036,235540078751.07748,2052.0,50_percent_of_peak
7198938593.620211,2038,143231138966.5547,2047.0,50_percent_of_peak
6985148765.841904,2035,180681988738.5261,2046.0,50_percent_of_peak
7620379470.364309,2035,303137995330.1977,2042.0,50_percent_of_peak
6022707082.891745,2038,150101331132.8175,2046.0,50_percent_of_peak
5535860143.510382,2034,105317781086.85864,2042.0,50_percent_of_peak
8806752764.664951,2036,179705878359.82132,2044.0,50_percent_of_peak
7889635500.380908,2038,192316645062.34503,2051.0,50_percent_of_peak
3779764447.915818,2035,111146677649.45236,2044.0,50_percent_of_peak
5448546514.083828,2040,118022626744.1095,2051.0,50_percent_of_peak
19007566159.536667,2041,493329765746.50696,2053.0,50_percent_of_peak
5797320580.794726,2037,123096796227.3564,2045.0,50_percent_of_peak
5598193551.03526,2042,138752061045.03802,2054.0,50_percent_of_peak
12485146345.102013,2035,222074058991.87863,2043.0,50_percent_of_peak
11228154470.373753,2036,212415488046.36526,2047.0,50_percent_of_peak
6188473175.368813,2035,145312126562.1307,2043.0,50_percent_of_peak
