peak_emissions,peak_year,cumulative_emissions,turning_year,turning_year_rule,run_id,annual_emis_2030,annual_emis_2035,annual_emis_2045,annual_emis_2050,annual_emis_2055,annual_emis_2075,cumulative_emissions_2050
8284083850.785294,2038,234798511841.0067,2048.0,50_percent_of_peak,69,4223673190.1476703,7404253215.309378,5044164853.463377,3295851352.886506,2477627874.7214155,2529782421.6264625,134679356045.556
6212510290.039604,2037,220808138557.92102,2048.0,50_percent_of_peak,70,3315451249.9544106,5602181756.169573,3709206619.9796925,2698558810.943674,2421565319.6135335,3186153787.8140006,101821913904.1135
5266079188.02581,2041,205879135643.1886,2079.0,50_percent_of_peak,71,2254732463.8311877,4031951161.5582547,4613626201.449543,3811782291.433029,3534211904.845827,3178880535.60503,93358009830.62427
16109067576.256845,2040,466799430175.6664,2052.0,50_percent_of_peak,72,6595445265.698816,12541481746.840149,13014148027.329203,8980550639.767237,6297262703.334911,4205785483.723939,272457849260.5047
8142311996.829281,2035,229525770927.72433,2043.0,50_percent_of_peak,73,5153303576.6435795,8142311996.829281,3320581714.84655,2394772594.252947,2191977087.182258,2888423210.753434,120818369774.60321
5953695348.810083,2036,198832629901.43878,2048.0,50_percent_of_peak,74,3303481262.1102715,5856734706.387759,3398087306.428178,2615324159.1334734,2380754798.9934134,2698675883.121233,96951619246.78041
6611393335.5055485,2038,329896624780.01263,,50_percent_of_peak,75,3085375628.7382145,5893067938.224703,5113869184.669445,4271316008.8903847,4008513825.92293,5554902330.058086,117021431560.73068
6888389551.949969,2039,253150742352.31992,2050.0,50_percent_of_peak,76,3495033929.5004673,5784303363.99069,4721569919.823202,3349909121.480665,2962099303.5809913,3687241164.1790657,116087018845.16545
3538034348.9831133,2078,186043694473.65967,,50_percent_of_peak,77,1706044611.6697087,2996357666.8887434,2423957045.6321974,2294134423.571721,2455976245.601645,3504260176.388113,58488515909.4804
10654006055.386162,2033,317426510539.384,2041.0,50_percent_of_peak,78,7791310161.182936,9843245631.065905,3292054215.4627514,2869170007.3875623,3099921881.757099,4729459708.669849,146129811950.95444
3698272136.724284,2036,136121290608.94139,2046.0,50_percent_of_peak,79,2227324571.666227,3694266786.7419815,1873876883.9800706,1498470814.464454,1472246679.9822745,2073565213.4564266,58881916057.58184
