peak_emissions,peak_year,cumulative_emissions,turning_year,turning_year_rule,run_id,annual_emis_2030,annual_emis_2035,annual_emis_2045,annual_emis_2050,annual_emis_2055,annual_emis_2075,cumulative_emissions_2050
5113558408.058737,2092,224088119036.53183,,50_percent_of_peak,68,1460021818.878688,2607194161.1053157,3115302067.0836043,2677093253.26062,2616266032.6362405,4226484549.9800305,62000363338.523026
2170648463.119885,2079,104672382080.26057,,50_percent_of_peak,69,824061524.4875687,1327498474.3328378,1199438941.6610904,1185453122.1899788,1338224457.0084252,2121020340.314575,28349673370.00679
2057292872.2295847,2086,96431320279.9828,,50_percent_of_peak,70,750962364.3399382,1291499490.2832973,1186047903.486185,1056481761.8830678,1111170339.2595518,1847193659.0065265,27313328382.090183
3459322808.306483,2037,172452034448.79782,2091.0,50_percent_of_peak,71,1701906252.3241785,3131838304.112084,2661312218.73924,2375700253.6491876,2391377791.6761527,3114416068.890815,62048174758.500244
1819161277.5788841,2081,91817070958.47028,,50_percent_of_peak,72,812698101.0398328,1319243650.0570302,1163158461.2397628,1064544639.6271148,1131356208.0273054,1749739470.4859743,27690426900.98058
2974738079.624313,2076,132784249411.57068,,50_percent_of_peak,73,951896407.9324962,1398253129.4229548,1290405244.5392518,1571000305.4045868,1921071852.119185,2967399622.146918,30534856017.33436
2080313805.226966,2085,88604455867.32681,,50_percent_of_peak,74,455963471.77183825,718376472.3474511,936670087.9851154,954666470.7079297,1103910035.540285,1897869082.7948105,18471990801.865467
2379710404.3896556,2086,121272361322.54874,,50_percent_of_peak,75,808407493.2572565,1481194926.576882,1988225361.4850192,1702410509.366477,1584933301.669235,2175094551.3624926,37072192412.0735
3911678366.281944,2092,184974347554.59488,,50_percent_of_peak,76,1513291503.7282825,2664899142.5962925,2764302089.109996,2252530320.0862656,2104647207.3148677,3263807103.4173527,59149948318.17975
1995262280.0870166,2038,59780403341.6283,2050.0,50_percent_of_peak,77,963384115.0817177,1739124037.9562995,1373157857.0056622,964365449.4494226,745407605.9682698,695691068.5553554,33514636986.493122
1713104918.8961153,2039,86988287279.26999,,50_percent_of_peak,78,831828775.0591099,1399951755.2279885,1382972813.472718,1168488112.6916049,1150320819.8044574,1570437008.244598,30671315797.091507
1769281209.0514636,2083,84715403748.50676,,50_percent_of_peak,79,735276151.7652788,1277272985.8976092,951588564.2811601,928532730.2266425,1014426789.3477744,1646467931.909046,23646870345.74968
