Year,ATS Total Power (kWh)_p05,ATS Total Power (kWh)_p50,ATS Total Power (kWh)_p95,CAV Total Power (kWh)_p05,CAV Total Power (kWh)_p50,CAV Total Power (kWh)_p95,ECAV Power (kWh)_p05,ECAV Power (kWh)_p50,ECAV Power (kWh)_p95,ICECAV Power (kWh)_p05,ICECAV Power (kWh)_p50,ICECAV Power (kWh)_p95,STI Power (kWh)_p05,STI Power (kWh)_p50,STI Power (kWh)_p95,ECAV Sensing Power (kWh)_p05,ECAV Sensing Power (kWh)_p50,ECAV Sensing Power (kWh)_p95,ECAV Computing Power (kWh)_p05,ECAV Computing Power (kWh)_p50,ECAV Computing Power (kWh)_p95,ECAV Communication Power (kWh)_p05,ECAV Communication Power (kWh)_p50,ECAV Communication Power (kWh)_p95,ICECAV Sensing Power (kWh)_p05,ICECAV Sensing Power (kWh)_p50,ICECAV Sensing Power (kWh)_p95,ICECAV Computing Power (kWh)_p05,ICECAV Computing Power (kWh)_p50,ICECAV Computing Power (kWh)_p95,ICECAV Communication Power (kWh)_p05,ICECAV Communication Power (kWh)_p50,ICECAV Communication Power (kWh)_p95,STI Sensing Power (kWh)_p05,STI Sensing Power (kWh)_p50,STI Sensing Power (kWh)_p95,STI Computing Power (kWh)_p05,STI Computing Power (kWh)_p50,STI Computing Power (kWh)_p95,STI Communication Power (kWh)_p05,STI Communication Power (kWh)_p50,STI Communication Power (kWh)_p95,Electricity Consumption (kWh)_p05,Electricity Consumption (kWh)_p50,Electricity Consumption (kWh)_p95,Gasoline Consumption (kWh)_p05,Gasoline Consumption (kWh)_p50,Gasoline Consumption (kWh)_p95,Clean Electricity (kWh)_p05,Clean Electricity (kWh)_p50,Clean Electricity (kWh)_p95,Fossil Electricity (kWh)_p05,Fossil Electricity (kWh)_p50,Fossil Electricity (kWh)_p95,ATS Emissions (kg CO2)_p05,ATS Emissions (kg CO2)_p50,ATS Emissions (kg CO2)_p95,CAV Emissions (kg CO2)_p05,CAV Emissions (kg CO2)_p50,CAV Emissions (kg CO2)_p95,ECAV Emissions (kg CO2)_p05,ECAV Emissions (kg CO2)_p50,ECAV Emissions (kg CO2)_p95,ICECAV Emissions (kg CO2)_p05,ICECAV Emissions (kg CO2)_p50,ICECAV Emissions (kg CO2)_p95,STI Emissions (kg CO2)_p05,STI Emissions (kg CO2)_p50,STI Emissions (kg CO2)_p95,ECAV Sensing Emissions (kg CO2)_p05,ECAV Sensing Emissions (kg CO2)_p50,ECAV Sensing Emissions (kg CO2)_p95,ECAV Computing Emissions (kg CO2)_p05,ECAV Computing Emissions (kg CO2)_p50,ECAV Computing Emissions (kg CO2)_p95,ECAV Communication Emissions (kg CO2)_p05,ECAV Communication Emissions (kg CO2)_p50,ECAV Communication Emissions (kg CO2)_p95,ICECAV Sensing Emissions (kg CO2)_p05,ICECAV Sensing Emissions (kg CO2)_p50,ICECAV Sensing Emissions (kg CO2)_p95,ICECAV Computing Emissions (kg CO2)_p05,ICECAV Computing Emissions (kg CO2)_p50,ICECAV Computing Emissions (kg CO2)_p95,ICECAV Communication Emissions (kg CO2)_p05,ICECAV Communication Emissions (kg CO2)_p50,ICECAV Communication Emissions (kg CO2)_p95,STI Sensing Emissions (kg CO2)_p05,STI Sensing Emissions (kg CO2)_p50,STI Sensing Emissions (kg CO2)_p95,STI Computing Emissions (kg CO2)_p05,STI Computing Emissions (kg CO2)_p50,STI Computing Emissions (kg CO2)_p95,STI Communication Emissions (kg CO2)_p05,STI Communication Emissions (kg CO2)_p50,STI Communication Emissions (kg CO2)_p95,Total Vehicles_p05,Total Vehicles_p50,Total Vehicles_p95,Total EV_p05,Total EV_p50,Total EV_p95,Total ICEV_p05,Total ICEV_p50,Total ICEV_p95,Total CAV_p05,Total CAV_p50,Total CAV_p95,Total ECAV_p05,Total ECAV_p50,Total ECAV_p95,Total ICECAV_p05,Total ICECAV_p50,Total ICECAV_p95,Total Infra_p05,Total Infra_p50,Total Infra_p95,Total STI_p05,Total STI_p50,Total STI_p95,Incremented Car Number_p05,Incremented Car Number_p50,Incremented Car Number_p95,EV Fraction_p05,EV Fraction_p50,EV Fraction_p95,Clean Energy Fraction_p05,Clean Energy Fraction_p50,Clean Energy Fraction_p95,Cumulative New Cars_p05,Cumulative New Cars_p50,Cumulative New Cars_p95,__uncertainty_injected
2078,1263628558.666764,1685690612.052915,2079915193.8631015,856151181.6319844,1255620624.9781256,1619448051.3099685,12865482.48163499,155936336.2151723,819412350.4038583,0.0,1100806849.9017105,1531598273.5906994,320016919.9921964,419308117.10630405,560453609.8135399,12039977.907997198,144967147.89173788,760541401.7984205,375.4898884142647,28715.60529091448,1078996.3597380903,795457.8841693801,10358689.603412386,58402321.39620156,0.0,1019686569.2559041,1427545908.8549516,0.0,198748.8860773164,7551784.518650457,0.0,77022113.59797579,104322290.00102575,46702557.338923775,58733780.17399523,70787043.1840336,217468696.59905243,302533414.6630795,442788500.24799657,47104117.871183075,57325911.22483511,70140626.9167967,398633083.4469029,581960283.3275043,1231732484.348007,0.0,1100806849.9017105,1531598273.5906994,398633083.4469029,581960283.3275043,1231732484.348007,0.0,0.0,0.0,42806101.69687424,1784108468.5674143,2720315540.315194,27869764.037542418,1770241900.3308606,2709640199.3835087,389450.5006970366,4568893.501495163,23764131.02755931,0.0,1767079387.5240128,2709195145.0162344,7196571.383472031,12563714.020939238,21088463.564812172,358318.90807312494,4230475.223870919,22131631.88070289,11.321748899340486,777.1336874585982,36419.892197365996,24401.59619083656,328501.7903209944,1617342.1191837036,0.0,1642931234.9134054,2526774205.115343,0.0,315313.05709557317,12464654.807427717,0.0,121214499.59899801,183408453.8284426,1011990.7550573053,1733377.701583147,2880880.345449326,4968935.226574493,8987475.444462752,15890980.936892856,999327.5122783387,1719932.5026970638,2797255.506743532,7562176.390365102,8985007.970688552,10786592.741783751,93003.63904885559,1132344.8043050757,6499377.983472656,2067009.3734281529,7771770.028799379,9701108.734222226,7562176.390365102,8985007.970688552,10786592.741783751,128407.55000000002,1558946.5,8677784.883508055,0.0,7359940.232101016,9660268.167389467,143361.0,171441.0,200960.9,71527.33541840136,85537.3351990161,100265.74661368025,634301.7708102084,762050.1575337313,917967.6948342542,0.014393962375604375,0.17416742360811055,1.0,1.0,1.0,1.0,28137430.89659316,33090577.687334754,38830350.74723151,1
2079,1266052287.24205,1703623228.2512422,2104603652.1725354,869213154.2414361,1266932263.8939497,1642684412.1149926,13842851.049226046,168424427.26195735,858958294.2217845,0.0,1109900485.1492991,1552859379.9238372,320116839.4231492,419432088.9345119,560597357.0724554,12955045.213425867,156606035.32451457,798058086.808491,296.036152931313,24198.4555493073,972607.1423658913,862467.2210983663,11309040.905055374,59645844.20346316,0.0,1021984192.8191617,1447856491.239591,0.0,152439.15846622665,6436830.58115916,0.0,77130145.0241963,105938870.5796155,46752667.28844085,58796799.13756304,70862994.80986585,217468696.97298896,302533418.8154254,442788608.76749724,47154658.67886181,57387419.602131255,70215884.96419632,401185699.3606597,603537644.4547615,1273902874.5098488,0.0,1109900485.1492991,1552859379.9238372,401185699.3606597,603537644.4547615,1273902874.5098488,0.0,0.0,0.0,41724647.08250686,1794810881.027716,2747521340.5699883,28011265.96685173,1775858154.5806983,2733571740.153233,418805.4162410028,4979938.323178738,24340032.853791606,0.0,1771239527.565443,2728877059.472201,7198633.560176839,12567204.574245688,21093600.983906653,390881.8269045743,4612151.444524628,22775366.24083734,9.401205081794794,669.3754558065366,30876.6388852329,26613.405925964176,356410.834387328,1663069.2557872084,0.0,1645076072.464254,2534368741.127557,0.0,247589.82131121535,10610929.462732371,0.0,121642227.73972508,186578469.61526766,1013076.5800856792,1735237.5455417982,2883971.41319595,4968935.331681097,8987476.768043239,15890983.576244337,1000399.7501609004,1721777.9205027204,2800256.848430499,7570524.451712716,9013164.923241911,10852183.275423462,99450.0493124382,1206976.4051989731,6958731.764587926,1721269.5807836137,7699723.7204604205,9719504.308943573,7570524.451712716,9013164.923241911,10852183.275423462,137336.50000000003,1681853.0,8906268.988515483,0.0,7296993.756233305,9674570.460177982,143361.0,171441.0,200960.9,71604.08134777084,85629.11328982902,100373.32769247732,634376.2049978138,762628.2479103301,918202.6791263527,0.015518593404325634,0.18609003413545985,1.0,1.0,1.0,1.0,28539207.060684428,33573085.262848586,39427041.656786956,1
2080,1266500568.0567565,1718117527.5797813,2125996239.307997,869900291.1771151,1276638860.4231436,1662497235.3150976,14871893.491435194,183746939.20781827,874191516.02557,21.876579293443843,1107643419.7630863,1571432185.5822551,320166639.0397472,419493874.95444006,560668993.3961594,13918797.785096744,170969903.77433398,809156099.1320727,232.8325436457603,20857.03926799538,893742.2246315654,934105.3906879984,12327086.461050712,62123463.61519861,20.27152796584796,1022291199.0367475,1465426233.7996366,3.533927722197107e-05,108460.93134572469,5473013.946594009,1.6042888258176504,77206812.60690312,107370389.28855461,46777642.01540356,58828207.69861224,70900848.99123733,217468697.1119168,302533420.421224,442788653.883699,47179848.14491428,57418075.2891494,70253393.46707183,403811926.9983264,619084354.0642862,1291118942.7296884,21.876579293443843,1107643419.7630863,1571432185.5822551,403811926.9983264,619084354.0642862,1291118942.7296884,0.0,0.0,0.0,41555956.499872394,1790047779.732213,2756471404.0757265,27240335.272806697,1776569864.2026656,2743112263.2230444,455362.901990057,5417899.751551402,26461110.100638185,38.079131644529845,1769115939.3333907,2742752043.916062,7199661.334745559,12568944.193682322,21096160.733539578,425607.6555317678,5018726.918053678,24850467.17739793,7.800776460075456,573.6536456915026,28406.938031470243,28971.780768912122,385966.50864465965,1735146.985766329,35.28532371048654,1645889151.442387,2555054011.337903,6.08234787719432e-05,183207.42367924462,8945130.563553197,2.792480697037789,120675425.19776943,189428949.71465567,1013617.7537223375,1736164.489103071,2885511.9969271086,4968935.372711299,8987477.3051062,15890984.649617184,1000934.151983575,1722697.6740900334,2801752.7128222254,7578881.72946888,9038794.15133489,10918182.420205262,106326.9119073757,1295842.4054846936,7363563.779785966,1400295.3642496923,7644410.621005846,9737590.104740424,7578881.72946888,9038794.15133489,10918182.420205262,146990.65000000002,1815789.0,9210941.838884661,0.147465166822076,7196824.748059103,9667502.501921898,143361.0,171441.0,200960.9,71642.33140888593,85674.85535864574,100426.94594783787,634461.2381927986,763218.9565872271,918448.6354811587,0.016444491807404423,0.19884241470672182,1.0,1.0,1.0,1.0,28935551.016428288,34049261.98326671,40040986.621469215,1
2081,1255113730.9019966,1729865978.3879497,2139271233.047746,867454291.896301,1284732875.6818147,1673194044.9337535,15971193.135293495,199637838.3051241,884506567.6362829,18.193426679302245,1101249144.5790265,1587304002.708097,320191499.01187915,419524718.0397209,560704751.4025776,14971594.63548445,186353839.42557025,818704780.3612151,183.0576771105072,17934.727203463,787060.6914308598,1010669.9829882549,13349963.369077703,63690851.47284374,16.83082475337889,1019780245.8876753,1480388975.2731485,5.159592523146759e-06,81442.6617055074,4559303.308030406,1.294072126780399,76462520.44542906,108578084.32704248,46790109.416795395,58843886.874537766,70919745.82539378,217468697.1636156,302533421.0432234,442788672.68552387,47192422.744211845,57433378.629825294,70272117.73827824,406544696.78038657,633478734.1640129,1326290583.5553477,18.193426679302245,1101249144.5790265,1587304002.708097,406544696.78038657,633478734.1640129,1326290583.5553477,0.0,0.0,0.0,37669717.33503442,1760898610.2530105,2792555840.145822,26966900.774174485,1749811301.3314972,2778866213.528144,484785.78952047444,5883839.460473055,27644705.12563,24.35061460408561,1745914446.8091488,2778157963.5848427,7200174.396113742,12569812.585950524,21097438.25653627,455718.12145473657,5451190.884159032,25785206.486115806,6.283544271823978,484.7851843628731,27081.090781920284,31490.679832250295,415234.35425694496,1814089.5700150742,22.526868316933893,1625129417.4327064,2586270808.422244,8.046659618753441e-06,133021.73376881453,7216930.700868394,1.821672373041492,119851503.46831977,188903826.83802384,1013887.9079851237,1736627.2199855032,2886281.05741705,4968935.388753954,8987477.523385894,15890985.086855967,1001200.9257520232,1723156.8157323715,2802499.4493862423,7587248.233809515,9056680.53097105,10947433.323757496,113663.16692724534,1384166.9341324463,7734659.0296008615,1106184.604735537,7569597.426761334,9755346.856942985,7587248.233809515,9056680.53097105,10947433.323757496,156964.80000000002,1945422.5,9360479.65,0.12357929088175311,7058309.13985002,9645665.617684828,143361.0,171441.0,200960.9,71661.42586649086,85697.68983180264,100453.71221889692,634561.3865993359,763643.6129355715,918710.0809419529,0.017425666550133955,0.2124832342190592,1.0,1.0,1.0,1.0,29326469.873878866,34512279.241792,40647884.93010222,1
2082,1241695621.4461985,1736309924.1404262,2152297897.9299927,854484867.1523722,1295715325.0500717,1691919731.2134075,17507873.00507678,214127600.33065498,901043230.0324491,0.0,1096579667.931497,1600256796.378601,320203919.05964243,419540127.0529295,560722614.9454969,16486136.171601957,200078224.46870676,833935022.7437685,144.30828452771183,15371.842212471773,707467.2112791026,1091603.2093633842,14245146.66753162,65303667.04088803,0.0,1015993446.206763,1492604105.6739874,0.0,58915.25157340923,3633904.049748606,0.0,75589071.92090619,109595201.3085707,46796338.13937295,58851720.20195025,70929186.69714047,217468697.18286958,302533421.28434706,442788680.5335503,47198705.022939146,57441024.18968049,70281472.3974527,409401534.80615497,644286954.483484,1333554589.900573,0.0,1096579667.931497,1600256796.378601,409401534.80615497,644286954.483484,1333554589.900573,0.0,0.0,0.0,36144016.12781985,1750599048.1919606,2808977686.53328,25014155.122809313,1739847384.742486,2799944175.7216988,515228.8789061017,6366078.9842854375,27948777.37375888,0.0,1736761015.2936618,2799826847.261456,7200430.720209867,12570246.424516793,21098076.380167544,484472.00652828097,5887545.214149803,26080422.207911596,4.68437571767178,406.3306605228555,25784.64276829101,34184.285247059,444042.28349116753,1871447.532885381,0.0,1619835510.2430243,2616814673.72775,0.0,98855.81911473046,5753008.005713736,0.0,120070819.54467165,187721719.59380466,1014022.8772464122,1736858.4006625474,2886665.2805832624,4968935.395031605,8987477.612175908,15890985.265114833,1001334.206115943,1723386.2032225188,2802872.51950323,7595623.974921772,9085046.382513754,10971181.519010039,121489.76920991472,1475846.7646705369,7965511.7442917675,813117.39552055,7493675.449284425,9772754.22172235,7595623.974921772,9085046.382513754,10971181.519010039,166880.35,2078612.0,9375276.49737449,0.0,6952990.362336486,9621040.003030816,143361.0,171441.0,200960.9,71670.96547105256,85709.09795078664,100467.08466690138,634683.1019033875,764022.465893067,918993.4680356187,0.018465419872863927,0.22707537091990793,1.0,1.0,1.0,1.0,29711974.174143493,34960344.33656875,41247734.924933165,1
2083,1247157467.6716406,1736343247.1828432,2163527344.8294244,861500600.7238538,1299971981.378243,1700809634.9803388,19039788.995156974,228846107.77762857,908278408.0611637,0.0,1079103045.8220341,1607053206.1730902,320210126.6005233,419547828.3996037,560731542.6693608,17698397.863108195,214327558.0657922,840643281.0364697,117.74657201454752,13100.507409165682,634526.0942759552,1173065.6502294287,15265424.491048709,65848805.52301466,0.0,1001994885.4718189,1496425805.6066449,0.0,44628.76863207961,3006116.7201968743,0.0,74306701.89552596,110012141.94357967,46799451.2576778,58855635.30246274,70933905.24902365,217468697.19004318,302533421.37785876,442788683.8132938,47201844.908631355,57444845.44388463,70286147.86025408,412608982.55051374,662008702.4245983,1349589994.7334497,0.0,1079103045.8220341,1607053206.1730902,412608982.55051374,662008702.4245983,1349589994.7334497,0.0,0.0,0.0,35932452.46826472,1739689189.151,2839703658.469144,24462880.61251947,1728306583.1041327,2830669951.6591487,546672.1809780214,6823281.996365153,28192049.37359873,0.0,1719892076.7443976,2830544638.306853,7200558.83043213,12570463.252878983,21098395.261245508,514675.1657756636,6314044.717670408,26307537.339927677,3.3299789141876115,342.52172630337,23474.876653055686,37079.22640641818,474228.9956012437,1910256.6080355786,0.0,1599232257.1557033,2643109017.0438313,0.0,72175.80532094243,4518268.261721269,0.0,119250808.94526751,187297625.94035906,1014090.3349430226,1736973.9448673935,2886857.3154920232,4968935.397489097,8987477.648308847,15890985.337821456,1001400.8197009,1723500.8511917586,2803058.980113046,7604092.234811304,9115662.469540559,10994991.099912575,129839.86263122557,1574550.1524481438,8321286.205902483,552094.9257455283,7458670.543030033,9788670.893318877,7604092.234811304,9115662.469540559,10994991.099912575,176586.9,2216271.5,9415427.285088582,0.0,6887458.303911987,9593441.292816876,143361.0,171441.0,200960.9,71675.73336964045,85714.79973371091,100473.76822234066,634835.6007648287,764432.9200287098,919308.0142648815,0.019567251441181793,0.24350288270391796,1.0,1.0,1.0,1.0,30092079.280060597,35402046.80350956,41840539.65319586,1
2084,1252574483.7085323,1736988826.1836762,2172174995.9160547,851255300.7769669,1293755696.848625,1702492336.9800477,19989654.585526034,246164810.549894,937404048.6248684,0.0,1052917401.8530655,1609223903.3388073,320213229.7500303,419551678.27096,560736005.443523,18625955.354876187,230705022.70160353,874533226.2502869,90.08003061172275,10525.584526134804,568156.3507879169,1253304.957396177,16332819.987621602,66286770.812393904,0.0,982011263.4962438,1506196475.16409,0.0,34619.77297300656,2537816.470071376,0.0,73460431.24301608,110088661.20408897,46801007.50627713,58857592.462163135,70936264.05426009,217468697.1927164,302533421.41413164,442788685.1852843,47203414.53825416,57446755.68979262,70288485.12524801,414271460.6026914,683743692.2080064,1377867307.5050476,0.0,1052917401.8530655,1609223903.3388073,414271460.6026914,683743692.2080064,1377867307.5050476,0.0,0.0,0.0,35317075.017607085,1699810278.6867433,2865940397.775594,23868065.21629738,1689987677.7504206,2856978672.2850103,579896.4870839287,7283355.961615248,29262676.837788936,0.0,1684846280.8929267,2856845050.920268,7200622.8724999605,12570571.64368552,21098554.647654127,546141.8844978036,6738732.374625564,27270100.401059814,2.540925031464115,292.51099563112723,21205.144272397105,40152.239141147315,507519.88238522917,2021852.7582339752,0.0,1567831976.2475595,2665144866.0445123,0.0,54311.48450178129,3514283.090355218,0.0,116751335.49583843,187561309.86373857,1014124.0570619992,1737031.705443557,2886953.3137897155,4968935.398451316,8987477.663016517,15890985.367483458,1001434.1198482555,1723558.1637395248,2803152.1918173376,7612839.164297228,9148982.822410064,11017819.637998806,138748.9865011429,1698434.9662892264,8514393.000633586,336483.38848427456,7375713.336036742,9802210.684685612,7612839.164297228,9148982.822410064,11017819.637998806,186859.45,2360204.5,9435856.68787044,0.0,6804944.029253392,9561266.666648682,143361.0,171441.0,200960.9,71678.1168433066,85717.65005638442,100477.1093333337,635032.0498062149,764888.1444851421,919666.8870970386,0.02073487015877495,0.2592656588980006,1.0,1.0,1.0,1.0,30466807.3280512,35837409.10148883,42394617.78290839,1
2085,1249494473.072147,1734534572.147744,2178908372.2829905,851500316.5824512,1276628854.9677129,1700733280.4738193,20953603.35177163,264571294.91717657,972282801.6705605,0.0,1044461408.8930125,1613509124.7410827,320214781.1693845,419553603.0012472,560738236.5275022,19524713.703488864,247954508.8372419,910821197.6264106,69.37998825449772,8708.513410736796,505682.79756492324,1339760.5956422705,17449220.425457872,67764125.57689069,0.0,965959852.5981355,1507096593.0415359,0.0,20982.351056805113,2130870.4839030076,0.0,71973168.80424912,110531691.38982978,46801785.552962616,58858570.94440468,70937443.33923855,217468697.1937127,302533421.4282033,442788685.75973135,47204199.27478404,57447710.717477664,70289653.64117949,415627472.1643536,701924484.5442597,1405124890.9506152,0.0,1044461408.8930125,1613509124.7410827,415627472.1643536,701924484.5442597,1405124890.9506152,0.0,0.0,0.0,34051114.6956537,1675837730.9835167,2883904380.9471526,23987723.89735474,1658402717.3176122,2873678772.7191076,617674.0355949902,7717792.523888059,30904825.249476448,0.0,1644514258.5836182,2868731112.1323614,7200654.8902369905,12570625.832982577,21098634.32357848,578877.3109532365,7141183.434859044,28636295.881842148,1.967864351951975,247.93597657397095,19008.083504742695,43411.84645390039,544188.7187605668,2060675.390090948,0.0,1525819304.8155084,2651965771.7698793,0.0,35362.67634653683,2954745.6649224753,0.0,114625714.40340954,188340793.34945112,1014140.9164396772,1737060.582850968,2887001.3081508777,4968935.398828108,8987477.669003973,15890985.379586307,1001450.768261168,1723586.8171550813,2803198.7930207723,7621596.43604517,9178322.290982649,11039900.380225169,148114.74862306027,1833134.836257218,8836801.994448084,165957.50357837032,7276193.523829499,9782662.207388608,7621596.43604517,9178322.290982649,11039900.380225169,200172.75,2513677.0,9509926.69928346,0.0,6715558.084447793,9525664.403748862,143361.0,171441.0,200960.9,71679.30846126963,85719.07507556815,100478.77972220031,647410.0570301462,783942.2438552687,951467.5017243553,0.021972206687754472,0.2761313814344501,1.0,1.0,1.0,1.0,30842480.67520511,36272290.74044196,42933722.335001454,1
2086,1247183879.3052716,1720794803.8939483,2183182893.1126924,854670784.9369593,1273860257.847302,1695277404.2351005,22076699.56241341,283888843.4790642,1001603927.2063715,0.0,1010550114.7275244,1609774140.400566,320215556.8401373,419554565.3130829,560739351.9809662,20651542.195185624,266057552.50758758,929709396.4740933,51.54224550364655,7360.30111829276,423289.67085946037,1420630.5234101524,18612683.840030298,68613775.34177074,0.0,944725648.1011977,1503517403.4866717,0.0,15409.216812942144,1783191.3376798239,0.0,70568667.86671034,110781349.214003,46802174.55690482,58859060.161127076,70938032.9523224,217468697.19408402,302533421.43366253,442788686.0004519,47204591.62348163,57448188.20750666,70290237.87000836,417308704.10790163,725026772.9642763,1412441250.7492747,0.0,1010550114.7275244,1609774140.400566,417308704.10790163,725026772.9642763,1412441250.7492747,0.0,0.0,0.0,33621286.16577598,1620590731.3180585,2849045870.308021,24028401.17080843,1611299801.196934,2829629671.233148,671315.0385347366,8164790.238158831,31937103.042848166,0.0,1605357319.784443,2813787640.8790417,7200670.898266928,12570652.925998619,21098674.155652914,629147.2831792922,7555218.7527554585,29776175.486630537,1.5054315269312972,208.60141563514662,16985.692478715373,46281.820273652105,580494.2182792448,2105072.1913144696,0.0,1497922615.8789363,2602060979.928305,0.0,24500.26983509034,2476176.315489571,0.0,113237136.27781253,188780824.01304752,1014149.3457081292,1737075.0208346178,2887025.3041347223,4968935.39897566,8987477.671441657,15890985.384525022,1001459.0920524974,1723601.1431483887,2803222.092460493,7631591.2065189965,9202498.747405197,11062025.95436248,157547.07052452565,1959835.5772397467,9106520.144753173,52020.643091701284,7124718.611971771,9760541.015486911,7631591.2065189965,9202498.747405197,11062025.95436248,212437.35,2678623.5,9732075.575512944,0.0,6592626.152528754,9523981.429801611,143361.0,171441.0,200960.9,71679.90424053824,85719.78754962728,100479.6148749826,647578.4970340875,784095.3710840987,952719.9789506132,0.0232834267188521,0.29684685533729915,1.0,1.0,1.0,1.0,31212602.516631108,36724043.99921337,43465104.54002626,1
2087,1248638610.277317,1712307193.766792,2184706675.025043,854819505.4028624,1269083289.386162,1689831649.4410882,23419759.362616997,304124636.0919486,1003553109.7385782,0.0,993809800.1890397,1602759254.8467734,320215944.6657529,419555046.4548931,560739909.6803559,21908046.62596727,285020877.780553,932048566.3933071,38.57831840082734,6230.211517546491,368591.47346161446,1507666.7530733785,19822957.393553928,68937920.99203962,0.0,927596343.772114,1496831222.1970775,0.0,10300.13055665536,1486419.5572067732,0.0,69049546.52968648,110803406.64258386,46802369.05402617,58859304.76338914,70938327.75151356,217468697.19422242,302533421.4357805,442788686.101407,47204787.79293897,57448426.94656822,70290529.97713916,420693129.9837958,749562259.9238701,1412974072.749856,0.0,993809800.1890397,1602759254.8467734,420693129.9837958,749562259.9238701,1412974072.749856,0.0,0.0,0.0,33398314.55211753,1583972929.2913053,2796249164.1219587,23490309.13890851,1572901817.6762643,2779211604.134121,728457.2048874359,8623721.710706867,32022468.72097785,0.0,1563948411.3419743,2778041873.3448877,7200678.902066612,12570666.472055906,21098694.069562573,682697.5750245847,8013934.058172094,29856368.45347107,1.0430548370262545,174.76183346786786,15121.874929518273,49250.23715066132,612042.7418984731,2154820.646743149,0.0,1458574822.1176076,2565689991.3319235,0.0,15407.067924116913,2067199.9655109455,0.0,110006293.58905664,188853194.7154427,1014153.5602372665,1737082.2396464427,2887037.3018274833,4968935.399033444,8987477.672434174,15890985.386540458,1001463.2538443884,1723608.3059664387,2803233.7418898763,7646432.636257544,9224742.625086274,11084196.453128029,166763.14604024636,2094973.871588685,9226877.34445219,6.262416718527677e-09,7034596.225412002,9735687.22481283,7646432.636257544,9224742.625086274,11084196.453128029,225454.80000000002,2883621.0,9770324.85,0.0,6406358.659424078,9537866.312754761,143361.0,171441.0,200960.9,71680.20212274489,85720.14377777433,100480.0324409618,647749.0324933941,784250.5205590427,953980.1897427348,0.024672945036447548,0.3191167933209442,1.0,1.0,1.0,1.0,31577172.051829048,37169459.40785845,43988760.52346663,1
2088,1247287259.3948197,1696600433.6935039,2186191676.5585723,856381956.6962456,1260081692.869549,1685345717.7977471,24864212.919672765,324115862.7800206,1016280466.1116827,0.0,969809890.0731466,1596808262.0402353,320216138.57610923,419555287.02196133,560740188.5210861,23265730.37964853,303301091.5512874,949073911.3115484,27.945549493312043,5270.862650032255,318789.6359290581,1600031.7013812263,21220798.88325134,69037056.30308972,0.0,903787968.8233328,1494353422.0422802,0.0,6929.295124654478,1238072.2412067188,0.0,68122726.16356188,110167840.94443132,46802466.30137446,58859427.06299546,70938475.14927149,217468697.194274,302533421.43660235,442788686.1437798,47204885.87644483,57448546.314610824,70290676.02888371,424522428.9290755,768958058.5831193,1413624907.646392,0.0,969809890.0731466,1596808262.0402353,424522428.9290755,768958058.5831193,1413624907.646392,0.0,0.0,0.0,32177030.15442961,1546318416.0765548,2796624518.6431584,22300852.19111285,1531782572.1743731,2779586950.113282,775127.7367074067,9154624.742860967,33202096.85684064,0.0,1526123388.9966755,2778338520.2899547,7200682.903910424,12570673.244954742,21098704.02571137,722536.6641601762,8519553.187799823,31125252.67083107,0.7240817305503242,146.43440807975333,13464.640897762663,52410.26651173444,645356.7311025911,2269769.2562551918,0.0,1418848498.3876143,2566048585.6051726,0.0,10925.668316002259,1723488.3108894522,0.0,108602482.27181539,188551128.58903527,1014155.6674755639,1737085.8490073567,2887043.3005990773,4968935.399056072,8987477.6728383,15890985.38736298,1001465.3347143914,1723611.8873308143,2803239.5665319515,7661303.210989184,9253173.118846651,11106411.969435723,175869.46812852105,2232981.6335737216,9446747.657963857,1.7249476513825373e-09,6968262.984650087,9707607.953963844,7661303.210989184,9253173.118846651,11106411.969435723,237409.25,3104319.5,9784542.75,0.0,6227769.818202947,9447979.240012987,143361.0,171441.0,200960.9,71680.35106199137,85720.32188962732,100480.24122134851,647922.4230755423,784408.4517292473,955248.9216876794,0.02614544042608137,0.3430578691290508,1.0,1.0,1.0,1.0,31941825.89119011,37615124.33475232,44517933.48445892,1
